X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
47,AM_SD11_20200220_073500-6,113,Spectrogram 1,1,330.0114269,330.4047782,2523.64,1388.501,1968.75,2.561,1875.000;1781.250;1875.000;1875.000;1687.500;1875.000;1875.000;1781.250;1687.500;1781.250;1968.750;1781.250;1968.750;1781.250;1781.250;1875.000;1875.000;1875.000;2343.750;2343.750;2343.750;2343.750;2343.750;2343.750;2062.500;2156.250;1968.750;2250.000;2343.750;2250.000;2156.250;2156.250;2062.500;2062.500;2062.500;2062.500;1781.250;2062.500;2437.500;2250.000;2062.500;1968.750;2437.500;2062.500;1781.250;1875.000;2156.250;2156.250;2250.000;2156.250;2250.000;2156.250;2156.250;2062.500;2062.500;1781.250;1968.750;2062.500;1968.750;1875.000;2062.500;1687.500;1593.750;1593.750;1687.500;1593.750;1687.500;1593.750;1687.500;1593.750;1687.500;1687.500,2437.5,1593.75,1593.75,2437.5,843.75,2343.75,2,3,Song,1,NA,C,G,TRUE,73500,20200220,Unrestored,Amjhar,AM_2,2020,Winter_2020,Unrestored,Unrestored,07:30,07:30,735
50,AM_SD11_20200220_073500-6,117,Spectrogram 1,1,331.2030503,331.4864946,2304.193,1609.278,2062.5,2.288,1875.000;1968.750;2156.250;2156.250;2062.500;1875.000;2062.500;1875.000;2062.500;1968.750;1875.000;2156.250;1968.750;1968.750;1968.750;2250.000;1875.000;1875.000;2156.250;1968.750;2062.500;1968.750;2062.500;2156.250;2250.000;2250.000;2250.000;2156.250;2156.250;2062.500;2062.500;2250.000;1968.750;1687.500;1687.500;1968.750;2250.000;2062.500;2062.500;2062.500;2062.500;2062.500;1781.250;1875.000;2062.500;1875.000;1781.250;1968.750;2062.500;1968.750;2062.500;1968.750,2250,1687.5,1781.25,2250,468.75,2062.5,2,2,Contact,2,NA,C,G,TRUE,73500,20200220,Unrestored,Amjhar,AM_2,2020,Winter_2020,Unrestored,Unrestored,07:30,07:30,735
53,AM_SD11_20200220_073500-6,120,Spectrogram 1,1,336.0910227,336.7533568,2561.225,1231.734,2250,2.765,2531.250;2437.500;2437.500;2437.500;2531.250;2437.500;2437.500;2437.500;1875.000;2531.250;2531.250;2531.250;2531.250;2437.500;1875.000;2531.250;2531.250;1875.000;2437.500;2062.500;2062.500;1875.000;1875.000;2437.500;1687.500;2343.750;2437.500;2531.250;2531.250;2437.500;2531.250;2062.500;1781.250;2343.750;2062.500;2437.500;2343.750;1781.250;1781.250;2062.500;1875.000;2062.500;1875.000;2156.250;1781.250;1781.250;2062.500;2062.500;2062.500;2062.500;1875.000;2062.500;2062.500;1875.000;1875.000;1875.000;1875.000;1875.000;1968.750;2437.500;2343.750;1968.750;2250.000;2343.750;2343.750;2343.750;2343.750;2343.750;2250.000;2437.500;2437.500;2343.750;1875.000;2343.750;2062.500;2531.250;2343.750;2343.750;1875.000;2343.750;2343.750;2062.500;1875.000;1875.000;1781.250;1875.000;1781.250;2250.000;2343.750;2343.750;2343.750;2343.750;2343.750;2062.500;1875.000;2062.500;2062.500;1875.000;1875.000;2343.750;1875.000;1968.750;1781.250;1875.000;1875.000;1875.000;1875.000;2531.250;2531.250;1687.500;2531.250;1687.500;2437.500;2531.250;2343.750;2437.500;2437.500;1500.000;1500.000;1406.250;1687.500;1593.750;1312.500,2531.25,1312.5,1593.75,2531.25,937.5,2531.25,2,5,Contact,3,NA,C,G,TRUE,73500,20200220,Unrestored,Amjhar,AM_2,2020,Winter_2020,Unrestored,Unrestored,07:30,07:30,735
60,AM_SD37_20200217_073000-2,126,Spectrogram 1,1,385.5895108,386.0464924,2874.047,1114.426,1968.75,3.24,1968.750;1968.750;2625.000;2625.000;2531.250;2531.250;2531.250;2625.000;2625.000;1125.000;2531.250;2531.250;2531.250;2531.250;2625.000;1312.500;1968.750;2718.750;1125.000;1125.000;1125.000;1218.750;2250.000;2343.750;2250.000;2156.250;2062.500;1687.500;1968.750;1875.000;1781.250;1781.250;1781.250;1125.000;1875.000;1218.750;2250.000;1125.000;1781.250;1125.000;2625.000;2437.500;2062.500;1687.500;1781.250;1125.000;1218.750;1406.250;1500.000;1593.750;1312.500;1687.500;1406.250;1875.000;1781.250;1218.750;2250.000;1687.500;1687.500;1593.750;1125.000;1687.500;1500.000;1593.750;1593.750;1500.000;1593.750;1406.250;1781.250;1781.250;1312.500;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1593.750;1593.750;1593.750;1500.000;1406.250;1125.000;1781.250,2718.75,1125,1125,2625,1500,2531.25,2,3,Song,1,NA,C,G,FALSE,73000,20200217,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:30,07:30,730
67,AM_SD37_20200217_073000-4,23,Spectrogram 1,1,253.6701592,253.9617986,2915.888,1401.869,2156.25,3.077,2625.000;2531.250;2531.250;2625.000;2437.500;2625.000;2343.750;2343.750;2531.250;1593.750;1875.000;1968.750;1500.000;1593.750;2062.500;2250.000;2250.000;1968.750;2250.000;1875.000;1875.000;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;2531.250;1968.750;1875.000;1593.750;1968.750;2156.250;2250.000;2343.750;1593.750;2250.000;1593.750;1687.500;2156.250;2156.250;2906.250;1593.750;2156.250;2343.750;2250.000;2343.750;2718.750;1968.750;2062.500,2906.25,1500,1593.75,2718.75,1125,2343.75,2,3,Song,1,NA,C,G,FALSE,73000,20200217,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:30,07:30,730
68,AM_SD37_20200218_070000-2,130,Spectrogram 1,1,392.0057183,392.4066413,2913.15,1349.042,2062.5,2.811,2718.750;2531.250;2625.000;2531.250;2437.500;2250.000;2625.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2156.250;2250.000;2437.500;2250.000;2062.500;1968.750;1968.750;2250.000;1968.750;1968.750;1968.750;1875.000;1968.750;1875.000;2156.250;1875.000;1875.000;1875.000;1875.000;1968.750;2156.250;2062.500;2062.500;2718.750;2718.750;2062.500;2250.000;1968.750;2062.500;2437.500;2531.250;1875.000;1781.250;1781.250;1875.000;1687.500;1968.750;1781.250;2156.250;1500.000;1875.000;1968.750;2156.250;1781.250;2156.250;2250.000;2156.250;2156.250;1968.750;1968.750;1781.250;1687.500;1687.500;1687.500;1593.750;1593.750;1593.750;1593.750;1968.750;2156.250;2250.000,2718.75,1500,1593.75,2718.75,1125,1781.25,2,3,Song,1,NA,C,G,FALSE,70000,20200218,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:00,07:00,700
72,AM_SD37_20200218_070000-5,134,Spectrogram 1,1,401.440613,403.53463,4477.257,2776.29,3656.25,3.595,3843.750;4406.250;3468.750;3562.500;3562.500;4031.250;4406.250;4125.000;3937.500;3937.500;3562.500;2906.250;3750.000;3750.000;3750.000;3937.500;4406.250;3000.000;4031.250;3656.250;3937.500;3843.750;2906.250;3843.750;4125.000;4031.250;2906.250;4031.250;3000.000;3375.000;4031.250;3750.000;3843.750;3562.500;2812.500;4125.000;3937.500;3656.250;3562.500;4218.750;3937.500;3656.250;4406.250;3187.500;3750.000;3656.250;4312.500;3468.750;3750.000;3375.000;4218.750;4031.250;4031.250;3093.750;4125.000;3468.750;3375.000;3937.500;3562.500;4125.000;3562.500;4406.250;3000.000;4312.500;3093.750;3656.250;4312.500;3843.750;2906.250;3093.750;2906.250;3093.750;3281.250;3468.750;3281.250;2906.250;3187.500;2812.500;3281.250;3187.500;3656.250;4406.250;2906.250;2812.500;3187.500;2906.250;3281.250;3937.500;4406.250;3281.250;4218.750;2812.500;3375.000;4406.250;2812.500;4218.750;4031.250;2906.250;3000.000;3187.500;2812.500;4031.250;4218.750;3562.500;4312.500;4125.000;2906.250;3750.000;3281.250;3843.750;3000.000;4218.750;3187.500;3562.500;2906.250;2812.500;3468.750;3375.000;3281.250;3281.250;3562.500;3187.500;4312.500;3750.000;3000.000;4406.250;3375.000;3656.250;3093.750;3937.500;2906.250;3000.000;4406.250;4312.500;4031.250;3187.500;3843.750;3562.500;4218.750;4312.500;4031.250;4312.500;4312.500;4218.750;4406.250;4406.250;3000.000;4406.250;4125.000;4125.000;4218.750;4125.000;4406.250;4125.000;3000.000;3562.500;3562.500;3281.250;2812.500;4031.250;3937.500;3093.750;3937.500;4312.500;3468.750;3375.000;3562.500;3750.000;3000.000;2812.500;3187.500;3562.500;2906.250;4406.250;4125.000;3281.250;3562.500;3375.000;3187.500;3093.750;3093.750;3843.750;3468.750;4406.250;3656.250;3843.750;3562.500;3843.750;4031.250;3656.250;4218.750;2812.500;4218.750;3000.000;2906.250;4312.500;4312.500;4406.250;3843.750;3468.750;4406.250;3562.500;3281.250;3281.250;4406.250;3562.500;3000.000;3843.750;3375.000;3562.500;3937.500;3937.500;3656.250;3750.000;3843.750;2812.500;3937.500;3468.750;3656.250;2812.500;3187.500;4125.000;3187.500;4125.000;3750.000;2812.500;3656.250;2906.250;3375.000;3468.750;3000.000;4406.250;3468.750;3937.500;2906.250;3468.750;3750.000;3562.500;3375.000;4031.250;2906.250;4312.500;2906.250;3468.750;3468.750;3000.000;3656.250;3562.500;4125.000;3468.750;2812.500;3000.000;2906.250;4312.500;3375.000;2812.500;4312.500;4406.250;4406.250;3375.000;4312.500;3468.750;2906.250;3375.000;3093.750;3562.500;3468.750;4031.250;3656.250;4031.250;3937.500;3281.250;4218.750;4218.750;2812.500;3937.500;2812.500;3656.250;4125.000;3375.000;3468.750;4218.750;3281.250;3937.500;2906.250;3656.250;3656.250;4312.500;3656.250;2812.500;4312.500;3000.000;4218.750;3187.500;3468.750;4125.000;2906.250;3000.000;3281.250;3375.000;3281.250;4218.750;4406.250;3093.750;3093.750;3093.750;3656.250;3375.000;3656.250;3750.000;3093.750;4218.750;4406.250;4031.250;3937.500;3562.500;2812.500;3750.000;3281.250;4031.250;2906.250;3187.500;3375.000;2906.250;3468.750;2812.500;2906.250;4031.250;4312.500;3656.250;4406.250;3843.750;4312.500;3656.250;3187.500;3656.250;4125.000;4125.000;4218.750;4031.250;4031.250;2906.250;3187.500;4312.500;3187.500;3750.000;3281.250;3093.750;2906.250;2812.500;3656.250;3750.000;4218.750;4031.250;2812.500;3187.500;3843.750;4406.250;2906.250;3468.750;4406.250;4125.000;3937.500;2812.500;3375.000;3937.500;4031.250;4031.250;4031.250;4031.250;3937.500;2812.500;3187.500;3375.000;4031.250;3843.750;4031.250;3750.000;3187.500;4031.250;4031.250;2812.500;3656.250;3093.750;3937.500;4218.750;3937.500;2906.250;3375.000;3937.500;3843.750,4406.25,2812.5,2906.25,4312.5,1406.25,4031.25,2,2,Contact,1,NA,C,G,FALSE,70000,20200218,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:00,07:00,700
74,AM_SD37_20200218_070000-5,137,Spectrogram 1,1,405.336529,406.1087701,4223.089,2541.674,3375,3.517,3187.500;4031.250;3187.500;3375.000;3187.500;2906.250;3468.750;3656.250;3562.500;3375.000;3187.500;3187.500;3656.250;3562.500;3562.500;3375.000;3281.250;3000.000;3562.500;4031.250;3093.750;3187.500;3656.250;3656.250;3187.500;3093.750;3187.500;3562.500;3093.750;3093.750;3187.500;3093.750;3093.750;3000.000;3750.000;3093.750;3843.750;3000.000;3093.750;3187.500;3093.750;3093.750;2906.250;2906.250;3000.000;3375.000;3187.500;3562.500;4031.250;3093.750;3281.250;3093.750;3468.750;3093.750;3093.750;4125.000;3468.750;3750.000;3468.750;3468.750;2812.500;2718.750;2718.750;3937.500;3093.750;4218.750;4218.750;3375.000;2812.500;2812.500;3562.500;4031.250;2906.250;2906.250;3187.500;2812.500;3375.000;3656.250;2625.000;3843.750;2906.250;3375.000;4218.750;4218.750;2718.750;3000.000;3656.250;3468.750;3375.000;3187.500;3281.250;3375.000;2812.500;2812.500;2625.000;2812.500;2625.000;2718.750;3468.750;3187.500;4031.250;2906.250;3000.000;3375.000;3937.500;3000.000;3468.750;3281.250;2625.000;3375.000;4031.250;4031.250;4125.000;3562.500;3937.500;2906.250;2906.250;3187.500;3281.250;3375.000;3468.750;3468.750;4031.250;3937.500;3281.250;3281.250;3562.500;3656.250;3562.500;3093.750;3281.250;3750.000;3375.000;3468.750;3468.750;3281.250;4031.250;3375.000;3750.000;3093.750;3093.750;3281.250;3468.750;3468.750,4218.75,2625,2812.5,4125,1312.5,3562.5,2,2,Contact,2,NA,C,G,FALSE,70000,20200218,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:00,07:00,700
78,AM_SD37_20200220_072000-1,140,Spectrogram 1,1,424.0662122,424.4682403,2678.534,1407.696,2156.25,2.872,1500.000;2531.250;1687.500;2343.750;1593.750;1593.750;2156.250;2343.750;2343.750;2343.750;2343.750;2250.000;1593.750;1593.750;1593.750;1593.750;2343.750;1781.250;1968.750;2250.000;2250.000;2343.750;2343.750;2250.000;2250.000;2343.750;2437.500;2437.500;2437.500;2531.250;2531.250;2531.250;2531.250;1781.250;2531.250;2625.000;1875.000;1687.500;2531.250;1968.750;1593.750;1875.000;1781.250;1687.500;1593.750;1781.250;1687.500;1500.000;2437.500;2250.000;2343.750;2437.500;2250.000;1781.250;1875.000;1781.250;1968.750;1968.750;1875.000;1968.750;1968.750;1781.250;1687.500;1687.500;1593.750;1875.000;1687.500;1593.750;1593.750;1781.250;1593.750;1593.750;1593.750;1593.750,2625,1500,1593.75,2531.25,937.5,2343.75,2,3,Song,1,NA,C,G,FALSE,72000,20200220,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,07:15,07:00,720
82,AM_SD37_20200222_061500-5,144,Spectrogram 1,1,464.4599512,465.1763931,4993.289,2678.534,3656.25,3.829,2718.750;2718.750;4218.750;4031.250;4031.250;4312.500;4031.250;4125.000;3375.000;3375.000;4125.000;4031.250;4218.750;3281.250;3468.750;3656.250;3843.750;3281.250;3937.500;4031.250;3843.750;4031.250;3187.500;3750.000;3656.250;3843.750;3281.250;4406.250;4406.250;4406.250;4125.000;3375.000;3375.000;3281.250;3937.500;3375.000;3468.750;3375.000;3375.000;3562.500;3000.000;3093.750;3375.000;3281.250;3468.750;4218.750;3187.500;3375.000;3750.000;3000.000;3562.500;3000.000;3750.000;3750.000;3843.750;3656.250;3187.500;2718.750;4500.000;2812.500;3000.000;3562.500;3562.500;2906.250;4406.250;4781.250;3281.250;4968.750;4968.750;3375.000;4687.500;3750.000;4781.250;4968.750;3375.000;4968.750;2718.750;3656.250;4687.500;3281.250;3093.750;3093.750;4968.750;2812.500;4593.750;4593.750;4875.000;2906.250;4968.750;3093.750;4312.500;2718.750;3281.250;4875.000;2812.500;4687.500;4406.250;3375.000;3937.500;3843.750;2718.750;2906.250;2718.750;3656.250;2906.250;2718.750;4500.000;4687.500;2906.250;4218.750;3656.250;2906.250;3093.750;4593.750;4312.500;3187.500;3375.000;3187.500;3187.500;3750.000;3468.750;3093.750;3281.250;3000.000;3000.000;3187.500;3468.750;3187.500;3562.500;3093.750;3187.500;3562.500;3468.750,4968.75,2718.75,3000,4500,1500,3375,2,3,Contact,1,NA,C,G,FALSE,61500,20200222,Unrestored,Amjhar,AM_1,2020,Winter_2020,Unrestored,Unrestored,06:15,06:00,615
86,AM1_SD34_20201227_062500-2,1,Spectrogram 1,1,11.93012946,12.49123348,3343.776,1528.07,2437.5,3.382,3093.750;3093.750;1968.750;3187.500;3093.750;3000.000;2906.250;2625.000;2718.750;2625.000;2625.000;2625.000;2718.750;2812.500;2531.250;2531.250;2531.250;2906.250;2437.500;2531.250;2531.250;2531.250;3187.500;2625.000;2625.000;2531.250;3093.750;2718.750;2718.750;2718.750;2906.250;2625.000;2343.750;1968.750;2625.000;2531.250;2343.750;2531.250;2531.250;2250.000;2437.500;2625.000;2531.250;2437.500;2625.000;2250.000;2062.500;1968.750;1875.000;2718.750;2906.250;1687.500;2906.250;2812.500;1687.500;2062.500;2625.000;2343.750;2343.750;2343.750;2531.250;2437.500;2437.500;2156.250;2531.250;2343.750;2343.750;2437.500;2343.750;2250.000;1781.250;1781.250;2437.500;2156.250;2531.250;2437.500;2343.750;1968.750;2343.750;1593.750;1875.000;1968.750;1968.750;1968.750;1968.750;1687.500;1687.500;1781.250;2343.750;2343.750;2343.750;2531.250;2343.750;2343.750;2343.750;2343.750;2250.000;2343.750;2343.750;2343.750;2250.000;2343.750;2437.500;1968.750;1968.750;2250.000,3187.5,1593.75,1687.5,3093.75,1406.25,2625,2,3,Song,1,NA,C,G,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
89,AM1_SD34_20201227_062500-2,5,Spectrogram 1,1,14.33362331,14.95835768,3307.822,1420.206,2437.5,3.484,1687.500;1687.500;3093.750;3093.750;3000.000;2625.000;2718.750;2625.000;2625.000;2718.750;2718.750;2718.750;2812.500;2718.750;3000.000;2718.750;2625.000;2718.750;2906.250;2343.750;2718.750;2437.500;2718.750;2812.500;2437.500;2718.750;2718.750;2531.250;3281.250;2906.250;3093.750;2718.750;2531.250;2531.250;2531.250;2625.000;2718.750;2812.500;2812.500;2906.250;3187.500;3187.500;3093.750;2531.250;2531.250;3093.750;1687.500;3093.750;2718.750;1500.000;2625.000;2718.750;3000.000;2343.750;2343.750;3093.750;2437.500;3000.000;2718.750;2906.250;2250.000;2343.750;2625.000;2343.750;2625.000;2625.000;2343.750;2437.500;2250.000;2343.750;2437.500;2343.750;2343.750;2437.500;2437.500;1687.500;1781.250;1687.500;1968.750;1968.750;2437.500;1968.750;1968.750;1968.750;2156.250;2343.750;1875.000;1500.000;2437.500;2437.500;2250.000;2531.250;2531.250;2343.750;2343.750;2343.750;2343.750;2343.750;2250.000;2531.250;2531.250;2437.500;2437.500;2343.750;2531.250;2343.750;2343.750;2437.500;2343.750;2343.750;2343.750;1593.750;1875.000;2343.750;3281.250;2531.250;2343.750,3281.25,1500,1687.5,3093.75,1406.25,2437.5,2,3,Song,2,NA,C,G,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
93,AM1_SD34_20201227_062500-2,9,Spectrogram 1,1,17.023454,17.62505006,3146.026,1528.07,2437.5,3.258,3000.000;2906.250;2343.750;3093.750;3000.000;2812.500;2812.500;2718.750;2718.750;2718.750;2718.750;2718.750;2812.500;2718.750;3093.750;2906.250;2906.250;2718.750;2156.250;1781.250;2718.750;2906.250;2718.750;2718.750;2812.500;2718.750;2343.750;2718.750;2718.750;2812.500;2906.250;1687.500;1593.750;3093.750;2718.750;2718.750;2718.750;2156.250;1968.750;1875.000;2531.250;2250.000;1593.750;2437.500;2156.250;2718.750;2531.250;2625.000;2906.250;2625.000;1593.750;1781.250;2718.750;2718.750;1593.750;1593.750;1875.000;2625.000;1968.750;2906.250;1875.000;2906.250;2718.750;2250.000;2343.750;2625.000;2625.000;2437.500;2625.000;2062.500;2250.000;2250.000;2156.250;2250.000;2343.750;2250.000;1781.250;1781.250;1968.750;1781.250;1781.250;1968.750;2062.500;2062.500;1968.750;1875.000;1687.500;2156.250;1968.750;1593.750;1781.250;1687.500;1968.750;1875.000;1968.750;1968.750;2250.000;2156.250;1875.000;1781.250;2250.000;1968.750;2250.000;1968.750;2250.000;2250.000;2437.500;1968.750;2250.000;2437.500;2156.250;2531.250;2250.000,3093.75,1593.75,1687.5,3000,1312.5,2812.5,2,3,Song,3,NA,C,G,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
100,AM1_SD34_20201227_062500-6,2,Spectrogram 1,1,13.8024826,13.85161467,3123.967,2351.893,2625,2.123,2906.250;2906.250;3000.000;2718.750;2812.500;2625.000;2531.250;2531.250;2531.250;2531.250,3000,2531.25,2437.5,3000,562.5,2531.25,1,1,Contact,2,NA,C,G,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
101,AM1_SD34_20201227_062500-6,1,Spectrogram 1,1,10.88449788,11.42076207,2975.207,1388.43,2437.5,3.274,2718.750;2812.500;2906.250;2812.500;2625.000;2531.250;2531.250;2531.250;2531.250;2812.500;2812.500;2718.750;2625.000;2625.000;2531.250;2531.250;2718.750;2531.250;2531.250;2718.750;2718.750;2531.250;2531.250;2531.250;2531.250;2718.750;2625.000;2625.000;2531.250;2625.000;2531.250;2718.750;2625.000;2531.250;2531.250;2625.000;2625.000;2531.250;1406.250;2531.250;2531.250;2906.250;1500.000;2437.500;1593.750;1406.250;2625.000;1500.000;2343.750;2250.000;2625.000;2812.500;2625.000;2156.250;2531.250;2625.000;2625.000;2156.250;2343.750;2437.500;2250.000;2343.750;2437.500;1968.750;2343.750;1875.000;2250.000;2531.250;2156.250;1968.750;1687.500;2437.500;2437.500;1781.250;1781.250;2437.500;2437.500;1406.250;2062.500;1968.750;2437.500;2250.000;2437.500;2156.250;1968.750;1968.750;1968.750;1968.750;2625.000;2343.750;1968.750;2062.500;1968.750;2906.250;2250.000;2156.250;2062.500;1875.000;1406.250;2250.000;1406.250,2906.25,1406.25,1500,2812.5,1312.5,2531.25,2,2,Song,1,NA,C,B,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
105,AM1_SD34_20201227_062500-6,3,Spectrogram 1,1,15.99104481,16.54135564,3074.38,1909.091,2437.5,2.795,3000.000;2906.250;2906.250;2812.500;2812.500;2531.250;2625.000;2625.000;2625.000;2625.000;2531.250;2156.250;2625.000;2625.000;2718.750;2156.250;2812.500;2625.000;2625.000;2437.500;2625.000;2531.250;2625.000;2531.250;2156.250;2812.500;2625.000;2531.250;2718.750;2625.000;1968.750;2625.000;2625.000;2250.000;2531.250;2812.500;2437.500;2812.500;2718.750;2062.500;2531.250;2812.500;2812.500;2531.250;2625.000;2625.000;2625.000;2625.000;1968.750;2625.000;2250.000;2812.500;2531.250;2437.500;1968.750;3000.000;2531.250;2625.000;2531.250;2343.750;2343.750;2250.000;2531.250;2343.750;2343.750;2250.000;2250.000;2343.750;2250.000;2343.750;2437.500;2437.500;2343.750;2343.750;2343.750;2062.500;2343.750;2250.000;2343.750;2437.500;2343.750;2343.750;2343.750;2437.500;2531.250;2062.500;2531.250;2343.750;2343.750;2343.750;2343.750;2625.000;2343.750;2343.750;2343.750;2250.000;2343.750;2250.000;2250.000;2343.750;2250.000;2343.750;2250.000,3000,1968.75,2062.5,2906.25,843.75,2625,2,3,Song,3,NA,C,B,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
108,AM1_SD34_20201227_062500-6,4,Spectrogram 1,1,18.09723147,18.53088655,3049.587,1983.471,2625,2.9,2906.250;2906.250;2906.250;2625.000;2625.000;2625.000;2531.250;2343.750;2343.750;2531.250;2531.250;2437.500;2437.500;2718.750;3000.000;2250.000;2250.000;2531.250;2625.000;2250.000;2343.750;2531.250;2343.750;2343.750;2812.500;2906.250;2437.500;2062.500;2062.500;2437.500;2531.250;2437.500;2437.500;2531.250;2343.750;2343.750;2062.500;2250.000;2437.500;3000.000;2343.750;2156.250;3000.000;2062.500;2531.250;3000.000;2625.000;2812.500;2062.500;2156.250;2437.500;2437.500;2062.500;2625.000;2625.000;2437.500;2625.000;2156.250;3000.000;2812.500;3000.000;3000.000;2343.750;2343.750;3000.000;2250.000;2343.750;2437.500;2531.250;2625.000;2531.250;2906.250;2812.500;2812.500;2718.750;2718.750;2812.500;2718.750;2718.750;2812.500;2625.000,3000,2062.5,2156.25,3000,843.75,2812.5,2,2,Contact,4,NA,C,B,FALSE,62500,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,06:15,06:00,625
109,AM1_SD34_20201227_071000-1,5,Spectrogram 1,1,20.03219661,20.95276265,3148.76,2132.231,2625,2.759,2343.750;2531.250;2625.000;2625.000;2625.000;2718.750;2531.250;2437.500;2718.750;2437.500;2437.500;2625.000;2437.500;2437.500;2718.750;2437.500;2437.500;2343.750;2437.500;2343.750;2625.000;2718.750;2437.500;2437.500;2906.250;2437.500;2531.250;2437.500;2625.000;2531.250;2437.500;3093.750;2531.250;2437.500;2343.750;3000.000;2718.750;2531.250;2531.250;2437.500;2437.500;2156.250;2812.500;2437.500;2343.750;3093.750;2625.000;3093.750;2718.750;2250.000;2437.500;2343.750;2156.250;2812.500;2250.000;2343.750;2343.750;2250.000;2156.250;2156.250;2437.500;2343.750;2812.500;2156.250;2250.000;2531.250;3000.000;2343.750;2343.750;2343.750;2718.750;3093.750;2156.250;2343.750;2437.500;2812.500;2531.250;3000.000;2718.750;2531.250;2250.000;2531.250;2156.250;2156.250;2156.250;2718.750;2625.000;2156.250;2250.000;2718.750;2812.500;2718.750;3000.000;2812.500;2812.500;2531.250;2437.500;2625.000;3000.000;2156.250;2906.250;2156.250;2156.250;2156.250;2906.250;3093.750;2156.250;2156.250;2250.000;2156.250;2718.750;2906.250;2812.500;2625.000;2625.000;2625.000;2625.000;2437.500;2437.500;2437.500;2437.500;2718.750;2531.250;2437.500;2625.000;2437.500;2343.750;2531.250;2718.750;2718.750;2812.500;2437.500;2625.000;2906.250;2625.000;2437.500;2531.250;2531.250;2531.250;2531.250;2531.250;2531.250;2531.250;2531.250;2250.000;2531.250;2625.000;2625.000;2812.500;2531.250;2718.750;2156.250;2437.500;2718.750;2625.000;2625.000;2531.250;2437.500;2718.750;2437.500;2437.500;2906.250;2906.250;2812.500;2718.750;2625.000;2625.000;2625.000;2625.000;2625.000;2437.500;2625.000,3093.75,2156.25,2343.75,3000,656.25,2625,2,3,Contact,1,NA,C,G,FALSE,71000,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,07:00,07:00,710
112,AM1_SD34_20201227_071000-1,6,Spectrogram 1,1,21.69327477,21.75160264,3297.521,2206.612,2625,2.537,2906.250;3000.000;2906.250;3000.000;2531.250;2437.500;2437.500;2437.500;2437.500;2437.500;2343.750,3000,2343.75,2343.75,3093.75,750,2531.25,1,1,Contact,2,NA,C,G,FALSE,71000,20201227,Unrestored,Amjhar,AM_1,2021,Winter_2021,Unrestored,Unrestored,07:00,07:00,710
